text,created_at,thread_id_fallback,rules_text,model_text,_ts,_dow,_hour,_is_after_5,_is_fri_after_3,_is_weekend,_is_after_hours,DeliveryAfterHours,StatusChangeAfterHours,ReadyForReviewAfterHours,FridayEarlyCutoffDelivery,WeekendDelivery,ApologyRush,ReworkPhrase,ResubmissionPhrase,MissedRequirementPhrase,NotRightFirstTime
Package checksum mismatch on remote node.,2025-12-06T04:25:52.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-12-05 23:25:52.908741-05:00,4,23,True,True,False,True,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-12-03T12:36:39.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-12-03 07:36:39.908741-05:00,2,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-19T07:09:37.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-19 02:09:37.908741-05:00,2,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-14T07:31:10.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-14 02:31:10.908741-05:00,4,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it — also I'm done pretending this cluster behaves normally,2025-10-27T11:21:36.908741Z,NA,someone pushed something stupid and now we re all paying for it also i m done pretending this cluster behaves normally,someon push someth stupid and now we re all pay for it also i m done pretend thi cluster behav normal,2025-10-27 07:21:36.908741-04:00,0,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-10-25T09:33:41.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-10-25 05:33:41.908741-04:00,5,5,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-11-28T12:07:19.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-11-28 07:07:19.908741-05:00,4,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-10-27T21:50:02.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-10-27 17:50:02.908741-04:00,0,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-10-25T14:12:47.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-10-25 10:12:47.908741-04:00,5,10,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-12T18:58:26.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-12 13:58:26.908741-05:00,2,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-11-17T22:32:06.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-11-17 17:32:06.908741-05:00,0,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-11-27T17:18:03.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-27 12:18:03.908741-05:00,3,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-10-29T11:23:09.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-10-29 07:23:09.908741-04:00,2,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-20T12:11:35.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-20 07:11:35.908741-05:00,3,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-28T17:03:40.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-28 12:03:40.908741-05:00,4,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-17T00:18:28.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-16 19:18:28.908741-05:00,6,19,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-08T11:25:10.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-08 06:25:10.908741-05:00,5,6,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-12-06T05:32:35.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-12-06 00:32:35.908741-05:00,5,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-10-27T14:31:01.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-10-27 10:31:01.908741-04:00,0,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-15T04:50:47.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-14 23:50:47.908741-05:00,4,23,True,True,False,True,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-19T14:07:50.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-19 09:07:50.908741-05:00,2,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-10-29T10:11:45.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-10-29 06:11:45.908741-04:00,2,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-12-05T06:14:58.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-12-05 01:14:58.908741-05:00,4,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-14T08:47:04.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-14 03:47:04.908741-05:00,4,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
I'm done pretending this cluster behaves normally,2025-11-29T11:59:06.908741Z,NA,i m done pretending this cluster behaves normally,i m done pretend thi cluster behav normal,2025-11-29 06:59:06.908741-05:00,5,6,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-12T16:38:44.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-12 11:38:44.908741-05:00,2,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-12-03T06:05:38.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-12-03 01:05:38.908741-05:00,2,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-03T21:58:53.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-03 16:58:53.908741-05:00,0,16,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-12-05T14:26:19.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-12-05 09:26:19.908741-05:00,4,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
"I'm done pretending this cluster behaves normally Apologies, pushed a broken config.",2025-10-27T01:33:05.908741Z,NA,i m done pretending this cluster behaves normally apologies pushed a broken config,i m done pretend thi cluster behav normal apolog push a broken config,2025-10-26 21:33:05.908741-04:00,6,21,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-11-01T20:57:12.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-01 16:57:12.908741-04:00,5,16,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-11-19T08:27:25.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-11-19 03:27:25.908741-05:00,2,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-26T04:58:58.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-25 23:58:58.908741-05:00,1,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-10-27T22:33:41.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-10-27 18:33:41.908741-04:00,0,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-10-27T12:05:06.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-10-27 08:05:06.908741-04:00,0,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-12-04T07:03:34.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-12-04 02:03:34.908741-05:00,3,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The service mesh isn't applying the new routes.,2025-10-25T03:06:09.908741Z,NA,the service mesh isn t applying the new routes,the servic mesh is nt appli the new rout,2025-10-24 23:06:09.908741-04:00,4,23,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-20T18:46:57.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-20 13:46:57.908741-05:00,3,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-07T04:23:53.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-06 23:23:53.908741-05:00,3,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-11-17T07:23:48.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-11-17 02:23:48.908741-05:00,0,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-11-09T09:21:43.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-11-09 04:21:43.908741-05:00,6,4,False,False,True,True,0,0,0,0,0,0,0,0,0,0
this YAML parser hates me personally,2025-11-10T01:10:13.908741Z,NA,this yaml parser hates me personally,thi yaml parser hate me person,2025-11-09 20:10:13.908741-05:00,6,20,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-10-31T09:33:20.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-10-31 05:33:20.908741-04:00,4,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-12-04T01:32:08.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-12-03 20:32:08.908741-05:00,2,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-01T15:11:29.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-01 11:11:29.908741-04:00,5,11,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-07T08:07:29.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-07 03:07:29.908741-05:00,4,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-30T14:13:42.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-30 09:13:42.908741-05:00,6,9,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-12-01T04:47:51.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-30 23:47:51.908741-05:00,6,23,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-10-31T09:23:39.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-10-31 05:23:39.908741-04:00,4,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-11-20T15:22:28.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-11-20 10:22:28.908741-05:00,3,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this YAML parser hates me personally,2025-12-02T11:41:06.908741Z,NA,this yaml parser hates me personally,thi yaml parser hate me person,2025-12-02 06:41:06.908741-05:00,1,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again. — also someone pushed something stupid and now we're all paying for it,2025-11-24T06:27:11.908741Z,NA,ci runner is stuck in queued state again also someone pushed something stupid and now we re all paying for it,ci runner is stuck in queu state again also someon push someth stupid and now we re all pay for it,2025-11-24 01:27:11.908741-05:00,0,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the deployment script is drunk again,2025-11-04T02:50:36.908741Z,NA,the deployment script is drunk again,the deploy script is drunk again,2025-11-03 21:50:36.908741-05:00,0,21,True,False,False,True,0,0,0,0,0,0,0,0,0,0
"Node pool autoscale didn't kick in during rollout. Sorry, missed this earlier.",2025-11-07T14:23:43.908741Z,NA,node pool autoscale didn t kick in during rollout sorry missed this earlier,node pool autoscal did nt kick in dure rollout sorri miss thi earlier,2025-11-07 09:23:43.908741-05:00,4,9,False,False,False,False,0,0,0,0,0,0,0,0,1,0
the deployment script is drunk again,2025-11-08T20:04:08.908741Z,NA,the deployment script is drunk again,the deploy script is drunk again,2025-11-08 15:04:08.908741-05:00,5,15,False,False,True,True,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-11T22:49:42.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-11 17:49:42.908741-05:00,1,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-11-28T16:54:00.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-11-28 11:54:00.908741-05:00,4,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-11-21T02:07:27.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-11-20 21:07:27.908741-05:00,3,21,True,False,False,True,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-27T07:31:08.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-27 02:31:08.908741-05:00,3,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-11-09T19:52:17.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-09 14:52:17.908741-05:00,6,14,False,False,True,True,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing — also I swear the build server wakes up choosing chaos,2025-12-07T09:57:09.908741Z,NA,why the hell does this stage keep failing also i swear the build server wakes up choosing chaos,whi the hell doe thi stage keep fail also i swear the build server wake up choos chao,2025-12-07 04:57:09.908741-05:00,6,4,False,False,True,True,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-11-19T19:51:14.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-11-19 14:51:14.908741-05:00,2,14,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-12-04T01:59:26.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-12-03 20:59:26.908741-05:00,2,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos — also this YAML parser hates me personally,2025-11-09T17:19:27.908741Z,NA,i swear the build server wakes up choosing chaos also this yaml parser hates me personally,i swear the build server wake up choos chao also thi yaml parser hate me person,2025-11-09 12:19:27.908741-05:00,6,12,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-25T15:50:20.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-25 10:50:20.908741-05:00,1,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-10-27T10:02:52.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-10-27 06:02:52.908741-04:00,0,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-02T18:08:43.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-02 13:08:43.908741-05:00,6,13,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-10-30T02:18:45.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-10-29 22:18:45.908741-04:00,2,22,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-04T16:36:10.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-04 11:36:10.908741-05:00,1,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-11-20T01:46:06.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-11-19 20:46:06.908741-05:00,2,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-11-25T04:26:36.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-11-24 23:26:36.908741-05:00,0,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-09T13:38:01.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-09 08:38:01.908741-05:00,6,8,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-17T17:18:32.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-17 12:18:32.908741-05:00,0,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-25T01:38:05.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-24 20:38:05.908741-05:00,0,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-12-06T03:00:32.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-12-05 22:00:32.908741-05:00,4,22,True,True,False,True,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-29T14:45:25.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-29 09:45:25.908741-05:00,5,9,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-12-05T08:45:13.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-12-05 03:45:13.908741-05:00,4,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-13T22:39:46.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-13 17:39:46.908741-05:00,3,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-11T22:47:40.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-11 17:47:40.908741-05:00,1,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-11-27T05:34:56.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-27 00:34:56.908741-05:00,3,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-11-03T23:13:27.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-11-03 18:13:27.908741-05:00,0,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-28T03:16:42.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-27 22:16:42.908741-05:00,3,22,True,False,False,True,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-10-29T04:09:55.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-10-29 00:09:55.908741-04:00,2,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-15T22:42:02.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-15 17:42:02.908741-05:00,5,17,True,False,True,True,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-11-17T05:57:28.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-11-17 00:57:28.908741-05:00,0,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-11-03T17:41:21.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-11-03 12:41:21.908741-05:00,0,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-18T20:57:25.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-18 15:57:25.908741-05:00,1,15,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-12-04T06:02:20.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-12-04 01:02:20.908741-05:00,3,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today — also why the hell does this stage keep failing,2025-11-19T11:42:07.908741Z,NA,this pipeline is being a total pain in the ass today also why the hell does this stage keep failing,thi pipelin is be a total pain in the ass today also whi the hell doe thi stage keep fail,2025-11-19 06:42:07.908741-05:00,2,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-11-11T05:57:50.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-11-11 00:57:50.908741-05:00,1,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
"I'm done pretending this cluster behaves normally Sorry, missed this earlier.",2025-11-05T07:55:51.908741Z,NA,i m done pretending this cluster behaves normally sorry missed this earlier,i m done pretend thi cluster behav normal sorri miss thi earlier,2025-11-05 02:55:51.908741-05:00,2,2,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Installer script can't locate the dependency bundle.,2025-11-18T07:51:58.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-18 02:51:58.908741-05:00,1,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
I'm done pretending this cluster behaves normally,2025-10-25T03:27:32.908741Z,NA,i m done pretending this cluster behaves normally,i m done pretend thi cluster behav normal,2025-10-24 23:27:32.908741-04:00,4,23,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-13T11:14:34.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-13 06:14:34.908741-05:00,3,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
I'm done pretending this cluster behaves normally,2025-11-11T07:16:02.908741Z,NA,i m done pretending this cluster behaves normally,i m done pretend thi cluster behav normal,2025-11-11 02:16:02.908741-05:00,1,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-12-01T14:54:05.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-12-01 09:54:05.908741-05:00,0,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-12-07T00:42:06.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-12-06 19:42:06.908741-05:00,5,19,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-01T06:52:33.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-01 02:52:33.908741-04:00,5,2,False,False,True,True,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-10-30T10:39:04.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-10-30 06:39:04.908741-04:00,3,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-11-09T13:05:02.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-11-09 08:05:02.908741-05:00,6,8,False,False,True,True,0,0,0,0,0,0,0,0,0,0
The service mesh isn't applying the new routes.,2025-10-28T20:26:29.908741Z,NA,the service mesh isn t applying the new routes,the servic mesh is nt appli the new rout,2025-10-28 16:26:29.908741-04:00,1,16,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-11T05:58:35.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-11 00:58:35.908741-05:00,1,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-11-19T03:57:57.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-18 22:57:57.908741-05:00,1,22,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-12-02T01:03:22.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-12-01 20:03:22.908741-05:00,0,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-23T22:29:22.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-23 17:29:22.908741-05:00,6,17,True,False,True,True,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-17T20:25:05.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-17 15:25:05.908741-05:00,0,15,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-12-02T03:08:03.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-12-01 22:08:03.908741-05:00,0,22,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-11-15T21:21:35.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-15 16:21:35.908741-05:00,5,16,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-09T08:59:43.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-09 03:59:43.908741-05:00,6,3,False,False,True,True,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-11-15T09:35:05.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-11-15 04:35:05.908741-05:00,5,4,False,False,True,True,0,0,0,0,0,0,0,0,0,0
I'm done pretending this cluster behaves normally,2025-11-21T01:44:22.908741Z,NA,i m done pretending this cluster behaves normally,i m done pretend thi cluster behav normal,2025-11-20 20:44:22.908741-05:00,3,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-12T07:34:04.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-12 02:34:04.908741-05:00,2,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-11-25T14:33:58.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-11-25 09:33:58.908741-05:00,1,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-23T05:27:17.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-23 00:27:17.908741-05:00,6,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0
